	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
LINC00997	0	0	0	0	0	0	0	0
LINC00998	0	0	0	0	0	0	0	0
LINC00999	0	0	0	0	0	0	0	0
LINC01000	0	0	0	0	0	0	0	0
LINC01001	0	0	0	0	0	0	0	0
LINC01002	0	0	0	0	0	0	0	0
LINC01003	0	0	0	0	0	0	0	0
LINC01004	0	0	0	0	0	0	0	0
LINC01006	0	0	0	0	0	0	0	0
LINC01010	0	0	0	0	0	0	0	0
LINC01011	0	0	0	0	0	0	0	0
LINC01012	0	0	0	0	0	0	0	0
LINC01018	0	0	0	0	0	0	0	0
LINC01024	0	0	0	0	0	0	0	0
LINC01033	0	0	0	0	0	0	0	0
LINC01039	0	0	0	0	0	0	0	0
LINC01057	0	0	0	0	0	0	0	0
LINC01058	0	0	0	0	0	0	0	0
LINC01061	0	0	0	0	0	0	0	0
LINC01089	0	0	0	0	0	0	0	0
LINC01093	0	0	0	0	0	0	0	0
LINC01094	0	0	0	0	0	0	0	0
LINC01099	0	0	0	0	0	0	0	0
LINC01104	0	0	0	0	0	0	0	0
LINC01105	0	0	0	0	0	0	0	0
LINC01119	0	0	0	0	0	0	0	0
LINC01125	0	0	0	0	0	0	0	0
LINC01126	0	0	0	0	0	0	0	0
LINC01127	0	0	0	0	0	0	0	0
LINC01128	0	0	0	0	0	0	0	0
LINC01132	0	0	0	0	0	0	0	0
LINC01134	0	0	0	0	0	0	0	0
LINC01135	0	0	0	0	0	0	0	0
LINC01136	0	0	0	0	0	0	0	0
LINC01137	0	0	0	0	0	0	0	0
LINC01138	0	0	0	0	0	0	0	0
LINC01140	0	0	0	0	0	0	0	0
LINC01144	0	0	0	0	0	0	0	0
LINC01146	0	0	0	0	0	0	0	0
LINC01150	0	0	0	0	0	0	0	0
LINC01158	0	0	0	0	0	0	0	0
LINC01160	0	0	0	0	0	0	0	0
LINC01164	0	0	0	0	0	0	0	0
LINC01176	0	0	0	0	0	0	0	0
LINC01184	0	0	0	0	0	0	0	0
LINC01191	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0
LINC01206	0	0	0	0	0	0	0	0
LINC01207	0	0	0	0	0	0	0	0
LINC01215	0	0	0	0	0	0	0	0
LINC01224	0	0	0	0	0	0	0	0
LINC01232	0	0	0	0	0	0	0	0
LINC01237	0	0	0	0	0	0	0	0
LINC01239	0	0	0	0	0	0	0	0
LINC01252	0	0	0	0	0	0	0	0
LINC01260	0	0	0	0	0	0	0	0
LINC01268	0	0	0	0	0	0	0	0
LINC01272	0	0	0	0	0	0	0	0
LINC01276	0	0	0	0	0	0	0	0
LINC01278	0	0	0	0	0	0	0	0
LINC01279	0	0	0	0	0	0	0	0
LINC01281	0	0	0	0	0	0	0	0
LINC01291	0	0	0	0	0	0	0	0
LINC01311	0	0	0	0	0	0	0	0
LINC01314	0	0	0	0	0	0	0	0
LINC01315	0	0	0	0	0	0	0	0
LINC01347	0	0	0	0	0	0	0	0
LINC01353	0	0	0	0	0	0	0	0
LINC01355	0	0	0	0	0	0	0	0
LINC01358	0	0	0	0	0	0	0	0
LINC01361	0	0	0	0	0	0	0	0
LINC01363	0	0	0	0	0	0	0	0
LINC01366	0	0	0	0	0	0	0	0
LINC01372	0	0	0	0	0	0	0	0
LINC01389	0	0	0	0	0	0	0	0
LINC01393	0	0	0	0	0	0	0	0
LINC01402	0	0	0	0	0	0	0	0
LINC01410	0	0	0	0	0	0	0	0
LINC01420	0	0	0	0	0	0	0	0
LINC01424	0	0	0	0	0	0	0	0
LINC01426	0	0	0	0	0	0	0	0
LINC01431	0	0	0	0	0	0	0	0
LINC01441	0	0	0	0	0	0	0	0
LINC01447	0	0	0	0	0	0	0	0
LINC01465	0	0	0	0	0	0	0	0
LINC01473	0	0	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0	0	0
LINC01480	0	0	0	0	0	0	0	0
LINC01481	0	0	0	0	0	0	0	0
LINC01504	0	0	0	0	0	0	0	0
LINC01507	0	0	0	0	0	0	0	0
LINC01521	0	0	0	0	0	0	0	0
LINC01530	0	0	0	0	0	0	0	0
LINC01531	0	0	0	0	0	0	0	0
LINC01534	0	0	0	0	0	0	0	0
LINC01535	0	0	0	0	0	0	0	0
LINC01539	0	0	0	0	0	0	0	0
LINC01545	0	0	0	0	0	0	0	0
LINC01547	0	0	0	0	0	0	0	0
LINC01550	0	0	0	0	0	0	0	0
LINC01551	0	0	0	0	0	0	0	0
LINC01560	0	0	0	0	0	0	0	0
LINC01567	0	0	0	0	0	0	0	0
LINC01569	0	0	0	0	0	0	0	0
LINC01572	0	0	0	0	0	0	0	0
LINC01578	0	0	0	0	0	0	0	0
LINC01588	0	0	0	0	0	0	0	0
LINC01590	0	0	0	0	0	0	0	0
LINC01599	0	0	0	0	0	0	0	0
LINC01604	0	0	0	0	0	0	0	0
LINC01605	0	0	0	0	0	0	0	0
LINC-PINT	0	0	0	0	0	0	0	0
LINGO1	1	3	2	2	3	2	4	1
LINGO3	0	0	0	0	0	0	0	0
LIPC	0	0	0	0	0	0	0	0
LIPE-AS1	0	0	0	0	0	0	0	0
LIPH	0	0	0	0	0	0	0	0
LIPI	0	0	0	0	0	0	0	0
LIPJ	1	0	0	2	1	0	0	2
LIPN	0	0	0	0	0	0	0	0
LIPT1	13	15	15	12	19	7	13	13
LIPT2	9	11	6	15	13	10	21	12
LIX1	0	0	0	0	0	0	0	0
LLPH	143	381	36	111	47	100	47	21
LLPH-AS1	0	0	0	0	0	0	0	0
LMAN1L	0	0	0	0	0	0	0	0
LMCD1	10	14	10	20	174	17	103	0
LMLN	5	12	18	12	29	27	12	10
LMNTD2	13	7	23	6	11	14	13	16
LMO1	0	0	0	0	0	0	0	0
LMO2	4	20	7	21	6	13	12	10
LMO3	0	0	0	0	0	0	0	0
LMO7-AS1	0	0	0	0	0	0	0	0
LMOD1	0	0	0	0	0	0	0	0
LMOD2	1	1	2	0	1	0	1	3
LMOD3	0	0	0	0	0	0	0	0
LMTK3	10	4	3	2	7	2	0	1
LNP1	0	0	0	0	0	0	0	0
LNX1	7	5	5	1	2	4	2	4
LOC100049716	0	0	0	0	0	0	0	0
LOC100128164	0	0	0	0	0	0	0	0
LOC100128288	0	0	0	0	0	0	0	0
LOC100128361	0	0	0	0	0	0	0	0
LOC100128398	0	0	0	0	0	0	0	0
LOC100128494	0	0	0	0	0	0	0	0
LOC100128568	0	0	0	0	0	0	0	0
LOC100129034	0	0	0	0	0	0	0	0
LOC100129046	0	0	0	0	0	0	0	0
LOC100129083	0	0	0	0	0	0	0	0
LOC100129203	0	0	0	0	0	0	0	0
LOC100129216	0	0	0	0	0	0	0	0
LOC100129316	0	0	0	0	0	0	0	0
LOC100129461	0	0	0	0	0	0	0	0
LOC100129518	0	0	0	0	0	0	0	0
LOC100129534	0	0	0	0	0	0	0	0
LOC100129550	0	0	0	0	0	0	0	0
LOC100129617	0	0	0	0	0	0	0	0
LOC100129697	37	3	43	14	9	56	97	16
LOC100129917	0	0	0	0	0	0	0	0
LOC100129924	0	0	0	0	0	0	0	0
LOC100129931	0	0	0	0	0	0	0	0
LOC100129940	2	2	6	4	5	7	3	4
LOC100129973	0	0	0	0	0	0	0	0
LOC100130093	0	0	0	0	0	0	0	0
LOC100130298	0	0	0	0	0	0	0	0
LOC100130331	0	0	0	0	0	0	0	0
LOC100130357	4	3	11	3	10	3	7	13
LOC100130451	0	3	2	3	7	5	1	4
LOC100130476	0	0	0	0	0	0	0	0
LOC100130691	0	0	0	0	0	0	0	0
LOC100130705	0	0	0	0	0	0	0	0
LOC100130744	0	0	0	0	0	0	0	0
LOC100130872	0	0	0	0	0	0	0	0
LOC100130899	0	0	0	0	0	0	0	0
LOC100130950	0	0	0	0	0	0	0	0
LOC100130987	0	0	0	0	0	0	0	0
LOC100130992	0	0	0	0	0	0	0	0
LOC100131257	0	0	0	0	0	0	0	0
LOC100131289	0	0	0	0	0	0	0	0
LOC100131303	0	0	0	0	0	0	0	0
LOC100131347	0	0	0	0	0	0	0	0
LOC100131496	0	0	0	0	0	0	0	0
LOC100131564	0	0	0	0	0	0	0	0
LOC100131655	0	0	0	0	0	0	0	0
LOC100132057	0	0	0	0	0	0	0	0
LOC100132077	0	0	0	0	0	0	0	0
LOC100132111	0	0	0	0	0	0	0	0
LOC100132215	0	0	0	0	0	0	0	0
LOC100132352	0	0	0	0	0	0	0	0
LOC100132356	0	0	0	0	0	0	0	0
LOC100132831	0	0	0	0	0	0	0	0
LOC100133091	0	0	0	0	0	0	0	0
LOC100133315	0	0	0	0	0	0	0	0
LOC100133331	0	0	0	0	0	0	0	0
LOC100133669	0	0	0	0	0	0	0	0
LOC100134317	0	0	0	0	0	0	0	0
LOC100134368	0	0	0	0	0	0	0	0
LOC100134868	0	0	0	0	0	0	0	0
LOC100144595	3	9	5	10	8	20	9	5
LOC100147773	0	0	0	0	0	0	0	0
LOC100190986	0	0	0	0	0	0	0	0
LOC100240735	0	0	0	0	0	0	0	0
LOC100268168	0	0	0	0	0	0	0	0
LOC100270804	0	0	0	0	0	0	0	0
LOC100272216	0	0	0	0	0	0	0	0
LOC100272217	0	0	0	0	0	0	0	0
LOC100287015	0	0	0	0	0	0	0	0
LOC100287042	0	0	0	0	0	0	0	0
LOC100287072	0	0	0	0	0	0	0	0
LOC100288069	0	0	0	0	0	0	0	0
LOC100288123	0	0	0	0	0	0	0	0
LOC100288152	0	0	0	0	0	0	0	0
LOC100288181	0	0	0	0	0	0	0	0
LOC100288637	0	0	0	0	0	0	0	0
LOC100288778	0	0	0	0	0	0	0	0
LOC100288798	0	0	0	0	0	0	0	0
LOC100288842	0	0	0	0	0	0	0	0
LOC100288846	0	0	0	0	0	0	0	0
LOC100289230	0	0	0	0	0	0	0	0
LOC100289333	0	0	0	0	0	0	0	0
LOC100289361	0	0	0	0	0	0	0	0
LOC100289473	0	0	0	0	0	0	0	0
LOC100289495	0	0	0	0	0	0	0	0
LOC100289511	0	0	0	0	0	0	0	0
LOC100289561	6	20	13	10	14	12	22	9
LOC100289580	0	0	0	0	0	0	0	0
LOC100289656	0	0	0	0	0	0	0	0
LOC100294145	0	0	0	0	0	0	0	0
LOC100294362	0	0	0	0	0	0	0	0
LOC100335030	0	0	0	0	0	0	0	0
LOC100379224	0	0	0	0	0	0	0	0
LOC100419583	0	0	0	0	0	0	0	0
LOC100422212	0	0	0	0	0	0	0	0
LOC100499484	0	0	0	0	0	0	0	0
LOC100499489	0	0	0	0	0	0	0	0
LOC100500773	0	0	0	0	0	0	0	0
LOC100505530	0	0	0	0	0	0	0	0
LOC100505549	9	4	13	8	6	12	18	12
LOC100505622	0	0	0	0	0	0	0	0
LOC100505625	0	0	0	0	0	0	0	0
LOC100505666	0	0	0	0	0	0	0	0
LOC100505715	0	0	0	0	0	0	0	0
LOC100505716	0	0	0	0	0	0	0	0
LOC100505921	0	0	0	0	0	0	0	0
LOC100505942	0	0	0	0	0	0	0	0
LOC100506023	0	0	0	0	0	0	0	0
LOC100506071	0	0	0	0	0	0	0	0
LOC100506083	0	0	0	0	0	0	0	0
LOC100506100	0	0	0	0	0	0	0	0
LOC100506124	0	0	0	0	0	0	0	0
LOC100506127	0	0	0	0	0	0	0	0
LOC100506136	0	0	0	0	0	0	0	0
LOC100506142	0	0	0	0	0	0	0	0
LOC100506178	0	0	0	0	0	0	0	0
LOC100506207	0	0	0	0	0	0	0	0
LOC100506258	0	0	0	0	0	0	0	0
LOC100506302	0	0	0	0	0	0	0	0
LOC100506314	0	0	0	0	0	0	0	0
LOC100506321	0	0	0	0	0	0	0	0
LOC100506457	0	0	0	0	0	0	0	0
LOC100506472	0	0	0	0	0	0	0	0
LOC100506476	0	0	0	0	0	0	0	0
LOC100506548	0	0	0	0	0	0	0	0
LOC100506551	0	0	0	0	0	0	0	0
LOC100506603	0	0	0	0	0	0	0	0
LOC100506606	0	0	0	0	0	0	0	0
LOC100506639	0	0	0	0	0	0	0	0
LOC100506730	0	0	0	0	0	0	0	0
LOC100506746	0	0	0	0	0	0	0	0
LOC100506747	0	0	0	0	0	0	0	0
LOC100506801	0	0	0	0	0	0	0	0
LOC100506804	0	0	0	0	0	0	0	0
LOC100506844	0	0	0	0	0	0	0	0
LOC100506860	0	0	0	0	0	0	0	0
LOC100506985	0	0	0	0	0	0	0	0
LOC100506990	0	0	0	0	0	0	0	0
LOC100507002	0	0	0	0	0	0	0	0
LOC100507006	0	0	0	0	0	0	0	0
LOC100507053	0	0	0	0	0	0	0	0
LOC100507144	0	0	0	0	0	0	0	0
LOC100507156	0	0	0	0	0	0	0	0
LOC100507195	0	0	0	0	0	0	0	0
LOC100507250	0	0	0	0	0	0	0	0
LOC100507283	0	0	0	0	0	0	0	0
LOC100507291	0	0	0	0	0	0	0	0
LOC100507373	0	0	0	0	0	0	0	0
LOC100507424	0	0	0	0	0	0	0	0
LOC100507437	0	0	0	0	0	0	0	0
LOC100507462	1	0	4	3	3	10	4	5
LOC100507487	0	0	0	0	0	0	0	0
LOC100507547	0	0	0	0	0	0	0	0
LOC100507557	0	0	0	0	0	0	0	0
LOC100507564	0	0	0	0	0	0	0	0
LOC100507577	0	0	0	0	0	0	0	0
LOC100507634	0	0	0	0	0	0	0	0
LOC100507639	0	0	0	0	0	0	0	0
LOC100507642	0	0	0	0	0	0	0	0
LOC100652758	0	0	0	0	0	0	0	0
LOC100652768	0	0	0	0	0	0	0	0
LOC100996251	0	0	0	0	0	0	0	0
LOC100996255	0	0	0	0	0	0	0	0
LOC100996286	0	0	0	0	0	0	0	0
LOC100996351	0	0	0	0	0	0	0	0
LOC100996437	0	0	0	0	0	0	0	0
LOC100996447	0	0	0	0	0	0	0	0
LOC100996579	0	0	0	0	0	0	0	0
LOC100996583	0	0	0	0	0	0	0	0
LOC100996634	0	0	0	0	0	0	0	0
LOC101060091	0	0	0	0	0	0	0	0
LOC101241902	0	0	0	0	0	0	0	0
LOC101243545	0	0	0	0	0	0	0	0
LOC101409256	0	0	0	0	0	0	0	0
LOC101559451	0	0	0	0	0	0	0	0
LOC101926911	0	0	0	0	0	0	0	0
LOC101926933	0	0	0	0	0	0	0	0
LOC101926935	0	0	0	0	0	0	0	0
LOC101926944	0	0	0	0	0	0	0	0
LOC101926963	0	0	0	0	0	0	0	0
LOC101927018	0	0	0	0	0	0	0	0
LOC101927021	0	0	0	0	0	0	0	0
LOC101927027	0	0	0	0	0	0	0	0
LOC101927045	0	0	0	0	0	0	0	0
LOC101927055	0	0	0	0	0	0	0	0
LOC101927069	0	0	0	0	0	0	0	0
LOC101927100	0	0	0	0	0	0	0	0
LOC101927120	0	0	0	0	0	0	0	0
LOC101927124	0	0	0	0	0	0	0	0
LOC101927151	0	0	0	0	0	0	0	0
LOC101927166	0	0	0	0	0	0	0	0
LOC101927178	0	0	0	0	0	0	0	0
LOC101927181	0	0	0	0	0	0	0	0
LOC101927204	0	0	0	0	0	0	0	0
LOC101927211	0	0	0	0	0	0	0	0
LOC101927257	0	0	0	0	0	0	0	0
LOC101927272	0	0	0	0	0	0	0	0
LOC101927322	4	8	5	2	2	10	4	4
LOC101927354	0	0	0	0	0	0	0	0
LOC101927365	0	0	0	0	0	0	0	0
LOC101927374	0	0	0	0	0	0	0	0
LOC101927391	0	0	0	0	0	0	0	0
LOC101927415	0	0	0	0	0	0	0	0
LOC101927482	0	0	0	0	0	0	0	0
LOC101927497	0	0	0	0	0	0	0	0
LOC101927502	0	0	0	0	0	0	0	0
LOC101927550	0	0	0	0	0	0	0	0
LOC101927560	0	0	0	0	0	0	0	0
LOC101927572	0	0	0	0	0	0	0	0
LOC101927636	0	0	0	0	0	0	0	0
LOC101927666	0	0	0	0	0	0	0	0
LOC101927686	0	0	0	0	0	0	0	0
LOC101927730	0	0	0	0	0	0	0	0
LOC101927740	0	0	0	0	0	0	0	0
LOC101927755	0	0	0	0	0	0	0	0
LOC101927765	0	0	0	0	0	0	0	0
LOC101927768	0	0	0	0	0	0	0	0
LOC101927770	0	0	0	0	0	0	0	0
LOC101927780	0	0	0	0	0	0	0	0
LOC101927811	0	0	0	0	0	0	0	0
LOC101927815	0	0	0	0	0	0	0	0
LOC101927845	0	0	0	0	0	0	0	0
LOC101927851	0	0	0	0	0	0	0	0
LOC101927865	0	0	0	0	0	0	0	0
LOC101927905	0	0	0	0	0	0	0	0
LOC101927919	0	0	0	0	0	0	0	0
LOC101927932	0	0	0	0	0	0	0	0
LOC101928020	0	0	0	0	0	0	0	0
LOC101928034	0	0	0	0	0	0	0	0
LOC101928043	0	0	0	0	0	0	0	0
LOC101928053	0	0	0	0	0	0	0	0
LOC101928063	0	0	0	0	0	0	0	0
LOC101928068	0	0	0	0	0	0	0	0
LOC101928069	0	0	0	0	0	0	0	0
LOC101928075	0	0	0	0	0	0	0	0
LOC101928100	0	0	0	0	0	0	0	0
LOC101928103	0	0	0	0	0	0	0	0
LOC101928105	0	0	0	0	0	0	0	0
LOC101928137	0	0	0	0	0	0	0	0
LOC101928150	0	0	0	0	0	0	0	0
LOC101928279	0	0	0	0	0	0	0	0
LOC101928295	0	0	0	0	0	0	0	0
LOC101928323	0	0	0	0	0	0	0	0
LOC101928324	0	0	0	0	0	0	0	0
LOC101928336	0	0	0	0	0	0	0	0
LOC101928370	0	0	0	0	0	0	0	0
LOC101928386	0	0	0	0	0	0	0	0
LOC101928414	0	0	0	0	0	0	0	0
LOC101928438	0	0	0	0	0	0	0	0
LOC101928445	0	0	0	0	0	0	0	0
LOC101928461	0	0	0	0	0	0	0	0
LOC101928514	0	0	0	0	0	0	0	0
LOC101928597	0	0	0	0	0	0	0	0
LOC101928650	0	0	0	0	0	0	0	0
LOC101928663	0	0	0	0	0	0	0	0
LOC101928673	0	0	0	0	0	0	0	0
LOC101928710	0	0	0	0	0	0	0	0
LOC101928766	0	0	0	0	0	0	0	0
LOC101928767	0	0	0	0	0	0	0	0
LOC101928812	0	0	0	0	0	0	0	0
LOC101928841	0	0	0	0	0	0	0	0
LOC101928855	0	0	0	0	0	0	0	0
LOC101928865	0	0	0	0	0	0	0	0
LOC101928885	0	0	0	0	0	0	0	0
LOC101928891	0	0	0	0	0	0	0	0
LOC101928936	0	0	0	0	0	0	0	0
LOC101928973	0	0	0	0	0	0	0	0
LOC101928979	0	0	0	0	0	0	0	0
LOC101929023	0	0	0	0	0	0	0	0
LOC101929057	0	0	0	0	0	0	0	0
LOC101929064	0	0	0	0	0	0	0	0
LOC101929066	0	0	0	0	0	0	0	0
LOC101929089	0	0	0	0	0	0	0	0
LOC101929099	0	0	0	0	0	0	0	0
LOC101929140	0	0	0	0	0	0	0	0
LOC101929147	0	0	0	0	0	0	0	0
LOC101929162	0	0	0	0	0	0	0	0
LOC101929231	0	0	0	0	0	0	0	0
LOC101929294	0	0	0	0	0	0	0	0
LOC101929295	0	0	0	0	0	0	0	0
LOC101929331	0	0	0	0	0	0	0	0
LOC101929340	0	0	0	0	0	0	0	0
LOC101929372	4	2	5	9	6	11	13	4
LOC101929431	0	0	0	0	0	0	0	0
LOC101929450	0	0	0	0	0	0	0	0
LOC101929512	0	0	0	0	0	0	0	0
LOC101929516	0	0	0	0	0	0	0	0
LOC101929549	0	0	0	0	0	0	0	0
LOC101929567	0	0	0	0	0	0	0	0
LOC101929577	0	0	0	0	0	0	0	0
LOC101929586	0	0	0	0	0	0	0	0
LOC101929633	0	0	0	0	0	0	0	0
LOC101929698	0	0	0	0	0	0	0	0
LOC101929705	0	0	0	0	0	0	0	0
LOC101929709	0	0	0	0	0	0	0	0
LOC101929715	0	0	0	0	0	0	0	0
LOC101929719	0	0	0	0	0	0	0	0
LOC101929762	0	0	0	0	0	0	0	0
LOC101929767	0	0	0	0	0	0	0	0
LOC101930071	0	0	0	0	0	0	0	0
LOC102467147	0	0	0	0	0	0	0	0
LOC102546229	0	0	0	0	0	0	0	0
LOC102546294	0	0	0	0	0	0	0	0
LOC102606465	0	0	0	0	0	0	0	0
LOC102723582	0	0	0	0	0	0	0	0
LOC102723649	0	0	0	0	0	0	0	0
LOC102723701	0	0	0	0	0	0	0	0
LOC102723703	0	0	0	0	0	0	0	0
LOC102723766	0	0	0	0	0	0	0	0
LOC102723809	0	0	0	0	0	0	0	0
LOC102723824	0	0	0	0	0	0	0	0
LOC102723927	0	0	0	0	0	0	0	0
LOC102724009	0	0	0	0	0	0	0	0
LOC102724094	0	0	0	0	0	0	0	0
LOC102724297	0	0	0	0	0	0	0	0
LOC102724301	0	0	0	0	0	0	0	0
LOC102724323	0	0	0	0	0	0	0	0
LOC102724467	0	0	0	0	0	0	0	0
LOC102724552	0	0	0	0	0	0	0	0
LOC102724596	0	0	0	0	0	0	0	0
LOC102724601	0	0	0	0	0	0	0	0
LOC102724814	0	0	0	0	0	0	0	0
LOC103091866	0	0	0	0	0	0	0	0
LOC103344931	0	0	0	0	0	0	0	0
LOC103611081	0	0	0	0	0	0	0	0
LOC103908605	0	0	0	0	0	0	0	0
LOC104968399	0	0	0	0	0	0	0	0
LOC105274304	0	0	0	0	0	0	0	0
LOC105372795	0	0	0	0	0	0	0	0
LOC105376360	0	0	0	0	0	0	0	0
LOC105377348	0	0	0	0	0	0	0	0
LOC105378732	0	0	0	0	0	0	0	0
LOC105447645	0	0	0	0	0	0	0	0
LOC105747689	0	0	0	0	0	0	0	0
LOC113230	0	0	0	0	0	0	0	0
LOC115110	0	0	0	0	0	0	0	0
LOC143666	0	0	0	0	0	0	0	0
LOC145474	0	0	0	0	0	0	0	0
LOC145783	0	0	0	0	0	0	0	0
LOC146880	0	0	0	0	0	0	0	0
LOC148413	0	0	0	0	0	0	0	0
LOC148696	0	0	0	0	0	0	0	0
LOC148709	0	0	0	0	0	0	0	0
LOC150776	0	0	0	0	0	0	0	0
LOC151174	0	0	0	0	0	0	0	0
LOC152225	0	0	0	0	0	0	0	0
LOC153684	0	0	0	0	0	0	0	0
LOC154761	0	0	0	0	0	0	0	0
LOC155060	0	0	0	0	0	0	0	0
LOC171391	0	0	0	0	0	0	0	0
LOC202181	0	0	0	0	0	0	0	0
LOC220729	0	0	0	0	0	0	0	0
LOC257396	0	0	0	0	0	0	0	0
LOC283038	0	0	0	0	0	0	0	0
LOC283140	0	0	0	0	0	0	0	0
LOC283194	0	0	0	0	0	0	0	0
LOC283335	0	0	0	0	0	0	0	0
LOC283575	0	0	0	0	0	0	0	0
LOC283683	0	0	0	0	0	0	0	0
LOC283710	0	0	0	0	0	0	0	0
LOC283856	0	0	0	0	0	0	0	0
LOC283922	0	0	0	0	0	0	0	0
LOC284009	0	0	0	0	0	0	0	0
LOC284023	0	0	0	0	0	0	0	0
LOC284294	0	0	0	0	0	0	0	0
LOC284412	0	0	0	0	0	0	0	0
LOC284454	0	0	0	0	0	0	0	0
LOC284581	0	0	0	0	0	0	0	0
LOC284648	0	0	0	0	0	0	0	0
LOC285074	0	0	0	0	0	0	0	0
LOC285593	0	0	0	0	0	0	0	0
LOC285696	0	0	0	0	0	0	0	0
LOC285804	0	0	0	0	0	0	0	0
LOC285819	0	0	0	0	0	0	0	0
LOC285847	0	0	0	0	0	0	0	0
LOC286437	0	0	0	0	0	0	0	0
LOC339260	0	0	0	0	0	0	0	0
LOC339539	0	0	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0	0	0
LOC339666	0	0	0	0	0	0	0	0
LOC339803	0	0	0	0	0	0	0	0
LOC339874	0	0	0	0	0	0	0	0
LOC341056	0	0	0	0	0	0	0	0
LOC344967	0	0	0	0	0	0	0	0
LOC374443	0	0	0	0	0	0	0	0
LOC388780	0	0	0	0	0	0	0	0
LOC388813	19	36	21	4	7	0	9	9
LOC389247	0	0	0	0	0	0	0	0
LOC389641	0	0	0	0	0	0	0	0
LOC389705	0	0	0	0	0	0	0	0
LOC389765	0	0	0	0	0	0	0	0
LOC389906	0	0	0	0	0	0	0	0
LOC391322	6	17	11	9	5	17	14	6
LOC392452	0	0	0	0	0	0	0	0
LOC399715	0	0	0	0	0	0	0	0
LOC399815	0	0	0	0	0	0	0	0
LOC400043	0	0	0	0	0	0	0	0
LOC400684	0	0	0	0	0	0	0	0
LOC400685	0	0	0	0	0	0	0	0
LOC400794	0	0	0	0	0	0	0	0
LOC400958	0	0	0	0	0	0	0	0
LOC401010	0	0	0	0	0	0	0	0
LOC401052	0	0	0	0	0	0	0	0
LOC401127	0	0	0	0	0	0	0	0
LOC401242	0	0	0	0	0	0	0	0
LOC401286	0	0	0	0	0	0	0	0
LOC401312	0	0	0	0	0	0	0	0
LOC401320	0	0	0	0	0	0	0	0
LOC401324	0	0	0	0	0	0	0	0
LOC403323	0	0	0	0	0	0	0	0
LOC407835	0	0	0	0	0	0	0	0
LOC439994	0	0	0	0	0	0	0	0
LOC440028	0	0	0	0	0	0	0	0
LOC440173	0	0	0	0	0	0	0	0
LOC440300	0	0	0	0	0	0	0	0
LOC440311	0	0	0	0	0	0	0	0
LOC440434	0	0	0	0	0	0	0	0
LOC440461	0	0	0	0	0	0	0	0
LOC440600	0	0	0	0	0	0	0	0
LOC440896	0	0	0	0	0	0	0	0
LOC441081	0	0	0	0	0	0	0	0
LOC441155	28	74	45	61	50	75	98	16
LOC441242	0	0	0	0	0	0	0	0
LOC441454	0	0	0	0	0	0	0	0
LOC441455	0	0	0	0	0	0	0	0
LOC441666	0	0	0	0	0	0	0	0
LOC494127	0	0	0	0	0	0	0	0
LOC494141	0	0	0	0	0	0	0	0
LOC541472	0	0	0	0	0	0	0	0
LOC553103	0	0	0	0	0	0	0	0
LOC554206	0	0	0	0	0	0	0	0
LOC554223	2	1	6	15	0	75	5	158
LOC606724	0	0	0	0	0	0	0	0
LOC613037	0	0	0	0	0	0	0	0
LOC613266	0	0	0	0	0	0	0	0
LOC641367	0	0	0	0	0	0	0	0
LOC641746	0	0	0	0	0	0	0	0
LOC642236	0	0	0	0	0	0	0	0
LOC642361	0	0	0	0	0	0	0	0
LOC642423	0	0	0	0	0	0	0	0
LOC642846	0	0	0	0	0	0	0	0
LOC642852	0	0	0	0	0	0	0	0
LOC643072	0	0	0	0	0	0	0	0
LOC643201	0	0	0	0	0	0	0	0
LOC643339	0	0	0	0	0	0	0	0
LOC643387	0	0	0	0	0	0	0	0
LOC643406	0	0	0	0	0	0	0	0
LOC643733	0	0	0	0	0	0	0	0
LOC643770	0	0	0	0	0	0	0	0
LOC643802	0	5	2	3	5	1	9	3
LOC644285	0	0	0	0	0	0	0	0
LOC644656	0	0	0	0	0	0	0	0
LOC644762	0	0	0	0	0	0	0	0
LOC644936	0	0	0	0	0	0	0	0
LOC645166	0	0	0	0	0	0	0	0
LOC645513	0	0	0	0	0	0	0	0
LOC646214	0	0	0	0	0	0	0	0
LOC646471	0	0	0	0	0	0	0	0
LOC646626	0	0	0	0	0	0	0	0
LOC646762	0	0	0	0	0	0	0	0
LOC646813	0	0	0	0	0	0	0	0
LOC647859	0	0	0	0	0	0	0	0
LOC648987	0	0	0	0	0	0	0	0
LOC652276	0	0	0	0	0	0	0	0
LOC653160	0	0	0	0	0	0	0	0
LOC653513	0	0	0	0	0	0	0	0
LOC653653	0	0	0	0	0	0	0	0
LOC653712	0	0	0	0	0	0	0	0
LOC654342	0	0	0	0	0	0	0	0
LOC654841	0	0	0	0	0	0	0	0
LOC727896	0	0	0	0	0	0	0	0
LOC728024	0	0	0	0	0	0	0	0
LOC728175	0	0	0	0	0	0	0	0
LOC728323	0	0	0	0	0	0	0	0
LOC728392	0	0	0	0	0	0	0	0
LOC728485	16	12	7	5	4	6	11	6
LOC728554	0	0	0	0	0	0	0	0
LOC728613	0	0	0	0	0	0	0	0
LOC728673	0	0	0	0	0	0	0	0
