ID	MRNA_A	MRNA_B	MRNA_C	MRNA_D	A	B	C	D
TOPORS-AS1	52	58	49	55	0	0	0	0
TOR1A	44	62	31	42	1248	1039	1525	1796
TOR1AIP1	18	15	14	16	346	374	539	601
TOR1AIP2	76	84	71	76	547	531	778	882
TOR1B	87	96	90	89	784	612	1025	1049
TOR2A	1	0	0	0	115	168	149	263
TOR3A	30	38	22	30	250	273	270	411
TOR4A	18	18	6	13	586	704	1088	1360
TOX	0	0	1	0	2	3	0	12
TOX2	5	8	1	7	615	664	809	879
TOX3	0	0	0	0	31	35	39	39
TOX4	1071	1272	1199	1164	1443	1192	1860	2153
TP53	48	63	22	35	2079	1416	3269	1967
TP53AIP1	5	3	0	0	0	0	0	0
TP53BP1	486	495	456	448	1390	1636	1932	2369
TP53BP2	15	12	9	8	736	671	1132	1255
TP53I11	0	0	0	0	0	0	0	0
TP53I13	1	2	0	1	218	191	279	352
TP53I3	15	17	9	12	861	570	1141	1137
TP53INP1	5	1	9	6	115	79	145	167
TP53INP2	13	17	20	15	235	269	251	554
TP53RK	10	8	7	5	360	308	468	369
TP53TG1	1	0	0	0	0	0	0	0
TP53TG3	0	0	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0	0	0
TP53TG3D	3	5	1	6	1	1	1	1
TP53TG5	71	106	76	64	0	0	0	5
TP63	0	0	0	0	0	0	0	0
TP73	0	0	0	0	11	26	15	26
TP73-AS1	22	15	16	14	0	0	0	0
TPBG	5	3	2	3	286	292	340	470
TPBGL	0	0	0	0	0	0	0	0
TPCN1	1	1	2	0	45	47	65	56
TPCN2	2	1	2	2	119	165	168	269
TPD52	5	2	2	1	313	290	508	607
TPD52L1	0	0	0	0	0	0	0	0
TPD52L2	33	46	30	40	1831	1323	2219	2130
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	2	1	4	4	678	562	822	777
TPGS2	48	34	16	28	817	546	1390	1188
TPH1	0	0	0	0	0	0	0	0
TPH2	0	0	0	0	0	0	0	0
TPI1	98	157	75	85	18019	11294	22986	20168
TPI1P2	3	2	0	1	0	0	0	0
TPI1P3	0	2	0	0	0	0	0	0
TPK1	0	0	0	0	15	23	22	25
TPM1	19	22	7	8	1811	940	2412	1656
TPM2	75	111	60	77	3350	2095	4320	3905
TPM3	122	205	94	123	5165	2123	7248	3425
TPM3P9	44	54	42	53	0	0	0	0
TPM4	260	474	245	277	6328	3472	9784	4972
TPMT	52	54	41	47	201	128	275	267
TPO	0	0	0	0	0	0	0	0
TPP1	2	4	1	0	1736	1305	2254	2510
TPP2	5	4	1	3	1386	1865	2113	2993
TPPP	47	80	37	48	2	4	11	5
TPPP2	0	0	0	0	0	0	0	0
TPPP3	0	0	0	0	0	0	0	0
TPR	34	58	17	41	1418	2104	2293	4125
TPRA1	2	0	0	0	328	244	448	457
TPRG1	0	0	0	0	1	0	0	0
TPRG1-AS1	0	0	1	0	0	0	0	0
TPRG1-AS2	0	0	1	1	0	0	0	0
TPRG1L	1	1	3	0	342	233	383	379
TPRKB	13	14	4	7	931	791	1548	1626
TPRN	1	0	0	3	145	254	183	350
TPRX1	0	0	1	0	0	0	0	0
TPRXL	0	0	0	0	0	0	0	0
TPSAB1	0	0	0	0	0	0	0	0
TPSB2	0	0	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0	0	0
TPST1	7	7	2	2	177	138	229	301
TPST2	2	3	1	0	130	92	245	190
TPT1	1226	1950	1841	1854	7738	4505	9784	9050
TPT1-AS1	444	301	205	205	0	0	0	0
TPTE	0	0	0	0	2	8	1	4
TPTE2	1	1	0	0	1	5	3	0
TPTE2P1	15	25	17	14	0	0	0	0
TPTE2P3	0	0	0	0	0	0	0	0
TPTE2P5	225	245	231	205	0	0	0	0
TPTE2P6	2	0	2	0	0	0	0	0
TPTEP1	9	17	10	6	0	0	0	0
TPX2	72	139	57	99	3121	3265	5213	5963
TRA2A	13	14	8	7	1078	849	1245	1485
TRA2B	24	33	23	24	3233	2640	4883	4904
TRABD	37	68	46	33	380	308	502	547
TRABD2A	0	1	0	0	6	22	9	19
TRABD2B	0	0	0	0	0	0	0	3
TRADD	3	1	1	1	253	190	317	247
TRAF1	2	1	0	0	219	143	403	320
TRAF2	3	4	1	2	431	310	677	568
TRAF3	2	2	3	3	57	39	127	85
TRAF3IP1	59	72	57	76	134	88	174	122
TRAF3IP2	80	61	45	44	154	168	234	203
TRAF3IP2-AS1	20	26	18	24	0	0	0	0
TRAF3IP3	57	51	53	45	0	0	0	0
TRAF4	10	10	6	9	284	156	474	345
TRAF5	5	6	6	5	53	20	66	75
TRAF6	16	18	10	22	219	167	305	362
TRAF7	18	11	12	13	1095	857	1168	833
TRAFD1	8	12	6	14	334	312	384	535
TRAIP	2	3	0	0	244	248	304	419
TRAK1	4	7	7	7	123	84	175	229
TRAK2	3	9	12	11	163	106	207	168
TRAM1	9	4	3	4	916	945	1389	1755
TRAM1L1	0	2	0	0	45	15	51	51
TRAM2	39	57	29	35	633	697	897	1006
TRAM2-AS1	3	4	4	1	0	0	0	0
TRANK1	4	4	1	0	206	147	331	342
TRAP1	34	62	25	26	1689	1760	2223	2558
TRAPPC1	2	8	1	5	1350	1282	1871	2512
TRAPPC10	6	7	2	3	310	280	459	438
TRAPPC11	2	6	3	4	390	374	556	586
TRAPPC12	7	9	5	7	666	532	886	940
TRAPPC13	22	7	15	17	314	302	469	699
TRAPPC2	39	34	32	35	125	63	200	194
TRAPPC2B	1	1	0	0	0	0	0	0
TRAPPC2L	0	1	0	2	329	275	458	294
TRAPPC3	6	8	3	4	500	280	721	489
TRAPPC3L	0	0	0	0	0	0	0	0
TRAPPC4	23	35	32	41	832	623	1199	926
TRAPPC5	1	0	1	0	1014	930	1424	1470
TRAPPC6A	1	0	0	0	22	19	19	5
TRAPPC6B	5	6	5	5	81	94	167	239
TRAPPC8	3	5	2	2	614	678	977	1086
TRAPPC9	1	3	0	0	377	257	433	474
TRAT1	0	0	0	0	0	0	0	0
TRDMT1	12	8	8	9	153	206	273	434
TRDN	0	0	0	0	0	0	0	5
TREH	2	1	1	2	0	0	0	0
TREM1	0	0	0	0	0	0	0	0
TREM2	0	0	0	0	0	0	0	0
TREML1	1	0	0	0	0	0	0	0
TREML2	2	3	3	1	0	0	0	2
TREML3P	0	0	0	0	0	0	0	0
TREML4	0	0	0	0	0	0	0	0
TREML5P	0	0	0	0	0	0	0	0
TRERF1	6	6	5	13	143	197	213	215
TRERNA1	0	0	0	0	0	0	0	0
TREX1	19	17	17	10	511	381	708	766
TREX2	0	0	0	0	0	0	0	0
TRG-AS1	5	7	1	2	0	0	0	0
TRH	0	0	0	0	0	0	0	0
TRHDE	54	78	63	56	3063	3013	4173	5974
TRHDE-AS1	625	696	517	587	0	0	0	0
TRHR	1	0	0	1	0	0	0	0
TRIAP1	1	5	3	2	258	149	371	171
TRIB1	0	3	3	1	125	111	140	141
TRIB2	0	7	1	2	104	67	113	71
TRIB3	18	18	16	9	498	505	642	595
TRIL	0	0	0	0	0	0	0	0
TRIM10	0	0	0	1	0	0	0	0
TRIM11	7	4	2	7	338	320	529	473
TRIM13	96	75	46	57	218	166	285	400
TRIM14	86	90	71	87	192	149	291	173
TRIM15	0	0	0	0	0	0	0	0
TRIM16	12	12	3	5	443	287	659	610
TRIM16L	15	7	10	8	152	99	253	183
TRIM17	24	24	18	10	0	0	0	0
TRIM2	1	4	2	2	432	195	691	536
TRIM21	1	2	0	2	198	158	291	323
TRIM22	2	2	0	1	268	131	336	364
TRIM23	4	5	2	4	262	278	445	563
TRIM24	3	3	1	3	540	688	812	952
TRIM25	20	29	14	14	1049	744	1632	1336
TRIM26	14	13	8	13	444	338	651	664
TRIM27	11	15	5	12	792	694	1164	1177
TRIM28	21	19	16	12	12487	12425	17389	20169
TRIM29	0	0	0	0	0	0	1	0
TRIM3	2	2	1	0	475	283	622	622
TRIM31	0	0	0	1	0	0	0	0
TRIM31-AS1	0	0	0	0	0	0	0	0
TRIM32	3	3	2	3	1112	874	1431	1598
TRIM33	4	4	1	5	490	385	548	766
TRIM34	1	1	0	0	0	0	0	0
TRIM35	6	9	1	4	274	182	420	327
TRIM36	2	3	0	3	71	70	138	143
TRIM37	1	8	0	3	283	170	412	339
TRIM38	6	5	4	7	185	103	263	211
TRIM39	8	9	10	9	15	4	15	14
TRIM39-RPP21	0	0	0	0	0	0	0	0
TRIM4	10	20	12	7	417	359	462	481
TRIM40	0	0	0	0	0	0	0	0
TRIM41	35	34	21	30	214	180	291	313
TRIM42	0	0	0	0	0	0	0	0
TRIM43	0	0	0	0	0	0	0	0
TRIM43B	1	0	0	0	0	0	0	0
TRIM44	105	136	65	94	549	351	914	646
TRIM45	23	16	15	27	24	25	39	41
TRIM46	0	0	0	2	82	77	85	86
TRIM47	0	0	1	0	77	61	96	68
TRIM48	0	0	0	0	0	0	1	0
TRIM49	0	0	0	0	0	0	0	1
TRIM49B	0	0	0	0	0	0	0	3
TRIM49C	0	0	0	0	1	0	0	1
TRIM49D1	0	0	0	0	0	0	0	0
TRIM49D2	0	0	0	0	0	0	0	0
TRIM5	13	17	7	8	504	275	907	802
TRIM50	0	0	0	0	0	0	0	7
TRIM51	0	0	0	0	0	3	0	1
TRIM51HP	0	0	0	0	0	0	0	0
TRIM52	238	192	148	169	61	13	66	60
TRIM52-AS1	4	3	1	1	0	0	0	0
TRIM53AP	0	0	0	0	0	0	0	0
TRIM54	6	1	1	3	0	0	1	0
TRIM55	0	0	0	0	0	0	0	0
TRIM56	19	18	13	14	155	168	269	239
TRIM58	30	30	19	20	454	379	875	785
TRIM59	128	78	59	79	0	0	4	7
TRIM6	3	1	1	2	20	18	40	25
TRIM6-TRIM34	0	0	0	0	0	0	2	0
TRIM60	0	0	0	0	0	0	0	0
TRIM61	2	1	0	0	2	3	4	3
TRIM62	4	3	1	3	62	49	71	52
TRIM63	0	0	0	0	0	0	0	0
TRIM64	1	0	0	0	0	0	1	0
TRIM64B	0	0	0	0	0	0	0	0
TRIM64C	0	1	1	0	0	0	0	0
TRIM65	32	33	32	22	399	397	520	566
TRIM66	18	20	11	23	47	46	57	124
TRIM67	4	2	2	1	64	10	58	12
TRIM68	8	8	9	4	129	79	208	135
TRIM69	0	0	0	0	0	0	0	0
TRIM7	45	34	41	49	122	168	173	317
TRIM71	0	0	0	0	0	0	2	0
TRIM72	5	2	6	3	1	2	0	0
TRIM73	0	0	0	0	0	0	0	0
TRIM74	0	0	0	0	0	0	0	0
TRIM77	0	0	0	0	0	0	0	0
TRIM8	4	6	7	8	539	539	884	673
TRIM9	2	2	1	2	72	71	93	102
TRIML1	0	0	0	0	0	0	0	0
TRIML2	0	0	0	0	0	0	0	5
TRIO	39	48	26	39	2382	1939	4745	5772
TRIOBP	13	15	10	5	1063	725	1453	1166
TRIP10	3	9	4	2	638	492	799	632
TRIP11	29	27	34	25	587	704	802	920
TRIP12	23	38	24	31	3423	3753	4624	6580
TRIP13	13	13	11	12	1192	1288	2014	2611
TRIP4	4	7	1	4	515	344	665	732
TRIP6	8	19	9	8	1852	1538	2277	2866
TRIQK	0	1	0	1	46	47	62	65
TRIT1	4	12	1	4	239	221	225	389
TRMT1	1	3	3	2	316	450	466	712
TRMT10A	0	1	1	1	63	67	117	83
TRMT10B	200	143	138	147	34	31	45	24
TRMT10C	3	3	2	0	949	1123	1451	2096
TRMT11	3	1	0	3	188	154	295	251
TRMT112	491	559	787	728	2807	2410	3698	3530
TRMT12	2	3	3	2	157	149	213	227
TRMT13	9	9	4	4	210	212	250	384
TRMT1L	2	4	1	3	235	260	323	404
TRMT2A	14	22	14	24	378	296	473	464
TRMT2B	28	27	14	23	57	64	75	112
TRMT44	2	0	3	1	144	80	188	163
TRMT5	18	15	17	29	411	476	615	810
TRMT6	6	16	6	13	695	965	1084	1354
TRMT61A	3	3	1	1	357	363	480	575
TRMT61B	18	21	5	11	238	215	359	382
TRMU	4	17	9	7	110	103	143	222
TRNAU1AP	3	4	5	5	168	98	252	183
TRNP1	2	0	0	0	3	1	5	1
TRNT1	22	12	12	7	364	243	497	443
TRO	1	2	1	0	224	270	318	409
TROAP	2	2	0	0	299	331	475	649
TROVE2	44	34	54	55	1664	1643	2404	3075
TRPA1	62	69	77	56	3	6	3	2
TRPC1	3	3	3	1	101	103	139	166
TRPC2	0	0	0	0	0	0	0	0
TRPC3	0	0	0	1	22	12	43	12
TRPC4	0	0	0	0	0	0	0	7
TRPC4AP	4	6	4	8	2646	2112	3527	3810
TRPC5	1	1	0	4	0	0	0	0
TRPC5OS	0	0	0	0	2	0	0	0
TRPC6	1	0	0	0	0	0	1	0
TRPC7	6	4	2	3	0	0	0	0
TRPM1	4	3	0	3	0	0	0	0
TRPM2	2	3	1	1	28	39	49	84
TRPM2-AS	10	13	9	16	0	0	0	0
TRPM3	4	3	5	5	3	0	2	0
TRPM4	3	3	0	0	266	141	418	458
TRPM5	1	0	0	0	0	0	0	0
TRPM6	16	15	4	10	3	0	5	13
TRPM7	58	66	48	51	194	190	353	453
TRPM8	15	14	12	14	7	7	27	9
TRPS1	8	5	0	2	274	237	395	411
TRPT1	8	12	6	8	357	223	418	312
TRPV1	32	32	28	21	1	3	2	16
TRPV2	4	7	4	3	1441	1282	1855	2341
TRPV3	0	0	0	0	0	0	0	0
TRPV4	1	1	0	0	108	98	116	166
TRPV5	0	0	0	0	0	0	0	0
TRPV6	0	0	0	0	0	0	0	0
TRRAP	9	11	6	5	1220	1522	1782	2707
TRUB1	4	2	1	5	355	381	498	600
TRUB2	21	24	5	13	1951	1563	2557	2362
TRY2P	0	0	0	0	0	0	0	0
TSACC	47	66	45	38	0	0	0	0
TSC1	25	25	23	14	214	156	337	348
TSC2	5	8	4	11	1457	1304	1879	2012
TSC22D1	24	39	24	27	3019	2458	3486	3922
TSC22D1-AS1	159	162	166	181	0	0	0	0
TSC22D2	5	12	6	8	559	553	752	967
TSC22D3	2	3	1	2	48	16	66	27
TSC22D4	2	5	2	5	137	36	160	179
TSEN15	3	0	2	2	199	178	309	282
TSEN2	3	9	3	7	169	165	225	172
TSEN34	3	0	2	1	1427	1538	1753	2493
TSEN54	2	3	2	0	168	136	218	171
TSFM	10	10	4	7	988	886	1283	1594
TSG1	15	21	28	18	0	0	0	0
TSG101	4	11	1	4	1577	951	2177	1682
TSGA10	0	0	0	0	1	0	1	0
TSGA10IP	0	0	1	0	0	0	0	0
TSGA13	0	1	0	1	0	0	0	0
TSHB	0	0	0	0	0	0	0	0
TSHR	0	0	0	1	0	0	0	0
TSHZ1	3	2	1	2	76	76	118	141
TSHZ2	9	7	10	6	0	0	0	0
TSHZ3	2	3	0	3	310	174	475	349
TSIX	180	191	148	156	0	0	0	0
TSKS	0	0	0	0	0	0	0	0
TSKU	3	6	3	2	226	216	262	339
TSL	3	0	1	2	0	0	0	0
TSLP	0	0	0	0	10	8	9	13
TSN	11	17	7	15	1088	1124	1422	1592
TSNARE1	1	2	0	3	75	77	102	113
TSNAX	19	16	21	16	545	525	719	862
TSNAX-DISC1	0	0	0	0	0	0	0	0
TSNAXIP1	1	2	1	1	2	8	6	8
TSPAN1	2	4	3	1	28	14	24	50
TSPAN10	0	1	0	0	22	26	32	34
TSPAN11	1	5	1	6	0	0	2	15
TSPAN12	3	2	1	2	42	37	40	44
TSPAN13	0	1	0	0	174	149	361	314
TSPAN14	13	23	9	10	842	609	1174	1086
TSPAN15	0	1	1	1	18	19	15	44
TSPAN16	0	0	0	1	0	0	1	0
TSPAN17	4	10	2	5	71	69	109	95
TSPAN18	0	0	0	0	0	0	0	0
TSPAN19	0	0	0	0	11	7	12	28
TSPAN2	0	0	0	0	0	0	0	0
TSPAN3	22	26	15	17	1417	1161	2010	2656
TSPAN31	289	236	314	291	348	282	440	604
TSPAN32	4	9	9	6	1	5	6	10
TSPAN33	0	0	0	0	0	0	1	0
TSPAN4	19	22	13	24	1490	1201	1971	2257
TSPAN5	10	11	7	8	233	208	337	443
TSPAN6	4	2	0	1	362	469	648	933
TSPAN7	0	0	1	0	9	7	20	20
TSPAN8	0	0	0	0	0	0	1	0
TSPAN9	1	1	2	3	136	110	155	94
TSPEAR	3	5	4	6	0	0	0	0
TSPEAR-AS1	75	98	70	63	0	0	0	0
TSPEAR-AS2	8	6	7	12	0	0	0	0
TSPO	1	2	2	1	1587	1363	1959	1863
TSPO2	0	0	1	0	0	0	0	0
TSPY1	0	0	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0
TSPY26P	0	0	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0	0	0
TSPYL1	38	30	31	29	1833	1348	1979	2313
TSPYL2	15	14	10	9	201	118	285	325
TSPYL4	4	6	1	1	278	321	391	405
TSPYL5	0	0	0	0	0	0	0	0
TSPYL6	1	0	1	0	1	0	3	13
TSR1	357	309	243	297	2460	2489	3139	3550
TSR2	27	32	20	21	301	267	413	448
TSR3	4	4	1	7	424	291	579	502
TSSC1	11	17	14	10	333	254	560	492
TSSC2	24	20	16	17	0	0	0	0
TSSC4	5	3	2	2	392	239	559	382
TSSK1B	1	0	0	0	0	0	0	0
TSSK2	139	146	115	101	0	0	0	0
TSSK3	375	424	347	334	1	0	0	3
TSSK4	121	139	106	84	0	0	0	0
TSSK6	1	1	2	2	0	0	1	0
TST	1	0	0	0	147	101	193	114
TSTA3	5	15	4	9	557	493	709	643
TSTD1	0	0	0	0	0	0	1	0
TSTD2	114	116	77	61	338	366	428	446
TSTD3	13	19	10	17	7	2	10	5
TTBK1	0	0	0	0	1	0	2	2
TTBK2	5	1	3	2	60	45	90	83
TTC1	33	62	52	64	916	628	1436	1122
TTC12	4	5	0	1	65	79	126	119
TTC13	2	2	3	1	346	435	442	540
TTC14	14	12	6	5	185	276	269	365
TTC16	24	27	24	17	0	0	0	1
TTC17	10	15	2	1	525	609	752	1093
TTC19	100	81	64	83	585	494	736	820
TTC21A	1	3	4	1	20	19	34	13
TTC21B	6	14	10	6	420	378	551	636
TTC21B-AS1	9	3	1	8	0	0	0	0
TTC22	1	0	2	0	1	0	0	0
TTC23	18	22	14	16	62	23	65	90
TTC23L	1	1	2	2	1	0	1	0
TTC24	0	1	0	0	0	0	0	0
TTC25	0	0	0	0	22	32	37	16
TTC26	3	1	2	2	141	214	227	224
TTC27	1	3	5	1	361	479	401	511
TTC28	36	32	26	19	1	0	2	2
TTC28-AS1	2	1	0	3	0	0	0	0
TTC29	0	0	0	0	1	0	1	0
TTC3	12	14	11	13	445	436	554	689
TTC30A	1	3	2	1	327	225	392	330
TTC30B	3	2	0	0	227	185	228	242
TTC31	15	16	20	11	497	407	582	636
TTC32	0	0	1	0	41	49	47	60
TTC33	3	8	1	1	247	191	358	362
TTC34	0	0	0	0	0	0	0	0
TTC36	0	0	0	0	0	0	0	0
TTC37	8	12	2	3	1262	1345	1797	2464
TTC38	0	2	2	0	303	279	458	571
TTC39A	21	24	11	14	5	0	3	0
TTC39A-AS1	0	0	0	0	0	0	0	0
TTC39B	0	0	0	0	57	37	72	83
TTC39C	22	22	12	9	290	242	400	447
TTC39C-AS1	3	9	4	3	0	0	0	0
TTC3P1	0	0	0	0	0	0	0	0
TTC4	0	0	0	0	506	445	671	673
TTC41P	5	2	2	2	0	0	0	0
TTC5	9	20	9	15	370	238	454	495
TTC6	2	0	0	0	0	0	0	0
TTC7A	21	13	23	18	148	176	191	261
TTC7B	2	2	2	0	134	114	251	194
TTC8	1	1	3	2	374	306	483	387
TTC9	0	0	0	0	0	0	0	0
TTC9B	12	8	11	3	3	5	3	0
TTC9C	0	1	2	1	262	215	321	304
TTF1	13	16	8	13	377	361	543	685
TTF2	11	12	10	7	376	508	655	838
TTI1	7	1	3	3	917	964	1420	1632
TTI2	967	949	834	919	321	309	495	563
TTK	2	12	1	4	797	823	1198	1682
TTL	17	26	10	15	317	303	551	602
TTLL1	0	0	1	0	21	6	32	47
TTLL10	0	0	0	0	0	0	0	0
TTLL11	0	1	0	1	20	6	23	46
TTLL12	10	12	5	12	1138	1149	1293	1492
TTLL13P	5	0	0	1	0	0	0	0
TTLL2	0	0	0	0	0	0	0	0
TTLL3	10	11	15	15	5	13	1	13
TTLL4	6	11	6	2	431	454	546	758
TTLL5	16	25	15	13	216	143	284	271
TTLL6	0	0	0	0	0	0	0	0
TTLL7	0	2	1	1	320	273	606	581
TTLL9	0	0	0	0	0	1	1	1
TTN	513	527	424	422	168	17	206	16
TTN-AS1	1	1	0	1	0	0	0	0
TTPA	0	0	2	0	7	5	20	12
TTPAL	52	63	49	63	246	189	307	330
TTR	1	0	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0	0	0
TTTY10	0	0	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0
TTTY13	0	0	0	0	0	0	0	0
TTTY14	0	0	0	0	0	0	0	0
TTTY15	3	0	1	2	0	0	0	0
TTTY16	0	0	0	0	0	0	0	0
TTTY17A	0	0	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0
TTTY4B	0	0	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0
TTTY9A	0	0	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0	0	0
TTYH1	3	2	6	2	0	0	0	0
TTYH2	1	0	1	0	80	58	108	93
TTYH3	18	12	10	12	854	496	1444	1080
TUB	0	0	0	0	2	2	3	2
TUB-AS1	0	0	0	0	0	0	0	0
TUBA1A	235	264	95	168	20538	17802	32132	37079
TUBA1B	281	567	271	343	23887	22771	36891	44052
TUBA1C	93	123	70	89	17560	17382	26447	33215
TUBA3C	0	1	1	1	14	8	12	10
TUBA3D	38	30	24	27	5	11	7	19
TUBA3E	15	6	8	8	3	0	3	0
TUBA3FP	7	12	9	6	0	0	0	0
TUBA4A	68	79	70	62	369	264	605	452
TUBA4B	0	2	0	3	0	0	0	0
TUBA8	0	0	0	0	100	438	150	620
TUBAL3	0	0	0	0	7	2	5	4
TUBB	360	426	244	304	34620	36455	52750	67355
TUBB1	106	124	76	90	23	90	47	135
TUBB2A	6	10	8	4	1090	828	1774	1912
TUBB2B	7	14	3	8	1232	929	2058	2414
TUBB3	26	18	12	15	4431	3275	6425	6123
TUBB4A	0	0	0	0	330	309	587	571
TUBB4B	60	49	35	39	10635	12118	17033	25165
TUBB6	1644	1985	1966	1986	5013	3908	7508	7973
TUBB8	1	1	1	2	10	2	17	5
TUBBP5	0	0	0	0	0	0	0	0
TUBD1	12	8	6	7	56	57	103	78
TUBE1	3	11	4	2	76	92	96	86
TUBG1	2	5	2	3	929	731	1397	1287
TUBG2	1	1	1	2	279	186	388	311
TUBGCP2	890	1069	1045	1020	3311	2586	4826	4692
TUBGCP3	3	12	3	3	484	514	741	877
TUBGCP4	399	309	262	369	463	534	787	877
TUBGCP5	4	12	2	3	181	195	263	331
TUBGCP6	6	5	20	21	244	221	323	445
TUFM	53	63	30	42	5697	5554	7534	8501
TUFT1	14	8	8	6	172	69	293	207
TUG1	7	16	7	7	0	0	0	0
TULP1	1	0	0	0	0	0	0	0
TULP2	0	2	2	0	0	0	0	0
TULP3	23	16	12	17	397	446	557	821
TULP4	11	9	8	11	213	185	315	378
TUNAR	2	1	4	6	0	0	0	0
TUSC1	41	36	34	33	125	144	143	185
TUSC2	3	5	10	4	201	136	220	204
TUSC3	6	9	13	9	1441	1309	2649	2811
TUSC5	0	0	0	0	0	0	0	0
TUSC7	0	0	0	0	0	0	0	0
TUSC8	0	0	0	0	0	0	0	0
TUT1	38	40	41	26	389	319	524	558
TVP23A	339	389	314	346	1	0	3	0
TVP23B	3	1	1	3	130	134	141	147
TVP23C	22	29	17	18	27	26	36	25
TVP23C-CDRT4	0	0	0	0	0	0	1	0
TWF1	16	23	6	21	1945	1903	2815	3495
TWF2	8	6	3	7	2720	1907	3733	3134
TWIST1	20	16	15	19	139	76	183	82
TWIST2	9	8	4	8	352	389	447	574
TWISTNB	0	4	0	4	311	368	536	604
TWSG1	4	5	1	2	414	326	630	689
TXK	0	0	0	0	4	0	2	2
TXLNA	27	32	12	18	1209	989	1784	1765
TXLNB	0	0	0	0	2	2	3	4
TXLNG	14	18	13	13	323	241	463	323
TXLNGY	0	0	0	0	0	0	0	0
TXN	9	19	13	10	4968	3580	6381	5657
TXN2	11	12	7	5	707	443	940	727
TXNDC11	21	19	10	17	134	81	166	159
TXNDC12	22	47	30	31	755	506	1068	930
TXNDC12-AS1	3	2	0	3	0	0	0	0
TXNDC15	42	41	23	38	480	332	745	779
TXNDC16	1	2	0	1	72	58	90	102
TXNDC17	501	577	529	546	1626	1203	2409	2384
TXNDC2	0	0	0	0	0	0	0	0
TXNDC5	0	2	0	3	2245	2203	3860	4123
TXNDC8	0	0	0	0	0	0	0	0
TXNDC9	7	5	1	4	1002	819	1566	1700
TXNIP	4	6	6	3	596	266	641	481
TXNL1	7	11	1	3	1480	1216	2259	2919
TXNL4A	2	7	5	3	1098	1020	1468	1987
TXNL4B	13	18	13	18	220	201	369	350
TXNRD1	43	86	40	59	2079	1792	2771	3189
TXNRD2	53	62	35	68	322	233	539	562
TXNRD3	0	2	1	0	49	40	82	138
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	5	5	6	4	507	434	763	910
TYMP	11	10	9	7	32	37	43	20
TYMS	11	29	12	12	1593	1539	2623	3819
TYMSOS	495	584	374	408	9	7	16	35
TYR	1	0	0	0	0	0	0	0
TYRO3	5	2	4	5	168	171	282	281
TYRO3P	0	0	0	0	0	0	0	0
TYROBP	0	0	0	0	1	0	0	0
TYRP1	5	9	3	4	0	0	0	0
TYSND1	2	5	3	2	182	179	174	212
TYW1	9	13	12	12	241	199	274	302
TYW1B	5	8	7	10	112	116	174	193
TYW3	24	27	23	28	242	298	371	413
TYW5	58	44	37	46	105	119	122	107
U2AF1	94	140	63	78	2373	1578	3655	2937
U2AF1L4	12	9	4	6	47	55	55	101
U2AF2	102	73	72	83	4310	3972	6102	6452
U2SURP	20	27	8	22	1868	2364	2651	3880
UACA	22	15	13	19	492	515	835	950
UAP1	15	27	19	17	1137	1094	2059	2200
UAP1L1	4	9	5	4	268	203	328	308
UBA1	31	32	18	13	9198	8427	13373	16639
UBA2	21	36	22	20	3549	3535	5460	6282
UBA3	16	26	17	17	1370	1151	2009	2452
UBA5	31	18	21	18	914	849	1307	1505
UBA52	24	16	17	9	9035	5892	13267	9807
UBA6	8	11	5	8	1634	1958	2347	3448
UBA6-AS1	5	6	5	4	0	0	0	0
UBA7	1	2	0	0	268	203	296	357
UBAC1	5	7	3	5	536	368	844	527
